1.11123e-42	-5.74532e-44	1.09862e-42
-4.16186e-43	-5.60519e-44	-4.28797e-43
1.2976e-42	-5.60519e-44	1.10002e-42
-1.91978e-43	-5.46506e-44	-2.0459e-43
-2.4803e-43	-5.32493e-44	-2.60642e-43
-2.62043e-43	-5.1848e-44	-2.74654e-43
1.72079e-42	-5.1848e-44	1.70818e-42
-2.18603e-43	-5.04467e-44	-2.31214e-43
-2.41023e-43	-4.90454e-44	-2.53635e-43
-7.76319e-43	-4.76441e-44	-7.88931e-43
-1.97583e-43	-4.76441e-44	-2.10195e-43
-2.24208e-43	-4.62428e-44	-2.36819e-43
1.7292e-42	-4.62428e-44	1.71659e-42
-1.80768e-43	-4.48416e-44	-1.93379e-43
-2.07392e-43	-4.34403e-44	-2.20004e-43
1.08601e-42	-4.34403e-44	1.07339e-42
-1.84971e-43	-4.2039e-44	-1.97583e-43
-7.91734e-43	-4.06377e-44	1.7264e-42
-1.49939e-43	-4.06377e-44	-1.62551e-43
-1.7236e-43	-3.92364e-44	-1.84971e-43
1.73901e-42	-3.92364e-44	1.7264e-42
1.0818e-42	-3.78351e-44	1.06919e-42
-1.38729e-43	-3.64338e-44	-1.5134e-43
-4.17587e-43	-3.50325e-44	-4.30199e-43
1.08601e-42	-3.50325e-44	1.07339e-42
-9.66896e-44	-3.36312e-44	-1.09301e-43
-1.14906e-43	-3.22299e-44	-1.27518e-43
-8.01543e-43	-3.08286e-44	-8.14154e-43
2.98477e-43	-3.08286e-44	2.85865e-43
-8.54792e-44	-2.94273e-44	-9.80909e-44
-8.14154e-43	-2.8026e-44	-8.26766e-43
-4.62428e-44	-2.8026e-44	-5.88545e-44
-7.70714e-44	-2.66247e-44	-4.25995e-43
1.75443e-42	-2.66247e-44	1.74181e-42
-4.2039e-44	-2.52234e-44	-5.46506e-44
-7.32879e-43	-2.38221e-44	-7.45491e-43
3.54529e-43	-2.38221e-44	3.41917e-43
-4.33001e-43	-2.24208e-44	-4.45613e-43
1.76003e-42	-2.24208e-44	1.12104e-42
-7.09057e-43	-2.10195e-44	-7.21669e-43
3.78351e-43	-2.10195e-44	3.65739e-43
-7.07656e-43	-1.96182e-44	-7.20267e-43
2.66247e-44	-1.96182e-44	1.4013e-44
-7.2307e-43	-1.82169e-44	-7.35682e-43
2.8026e-45	-1.82169e-44	-9.80909e-45
1.77124e-42	-1.82169e-44	1.75863e-42
-6.85235e-43	-1.68156e-44	-6.97847e-43
4.06377e-44	-1.68156e-44	2.8026e-44
-8.51989e-43	-1.54143e-44	-8.64601e-43
-4.28797e-43	-1.54143e-44	-4.41409e-43
4.23192e-43	-1.54143e-44	4.1058e-43
-6.88038e-43	-1.4013e-44	-7.00649e-43
3.78351e-44	-1.4013e-44	2.52234e-44
-1.21212e-42	-1.26117e-44	1.76844e-42
-6.71222e-43	-1.26117e-44	-6.83834e-43
5.46506e-44	-1.26117e-44	4.2039e-44
-1.20792e-42	-1.12104e-44	-1.22053e-42
-6.71222e-43	-1.12104e-44	-6.83834e-43
5.88545e-44	-1.12104e-44	4.62428e-44
-1.19531e-42	-9.80909e-45	-1.20792e-42
-6.62814e-43	-9.80909e-45	-6.75426e-43
6.30584e-44	-9.80909e-45	5.04467e-44
1.78525e-42	-9.80909e-45	1.77264e-42
-6.41795e-43	-8.40779e-45	-6.54406e-43
8.40779e-44	-8.40779e-45	7.14662e-44
-8.80015e-43	-7.00649e-45	-1.17008e-42
-5.95552e-43	-7.00649e-45	-6.08164e-43
1.79086e-42	-7.00649e-45	1.77825e-42
-5.89947e-43	-5.60519e-45	-6.02558e-43
1.11123e-42	-5.60519e-45	1.09862e-42
-5.84341e-43	-4.2039e-45	-5.96953e-43
4.69435e-43	-4.2039e-45	4.56823e-43
-5.8294e-43	-2.8026e-45	-5.95552e-43
1.55544e-43	-2.8026e-45	1.42932e-43
-5.85743e-43	-1.4013e-45	-5.98354e-43
1.48538e-43	-1.4013e-45	1.35926e-43
-8.78614e-43	0	-8.91226e-43
